AAW40707.2	8174b8707d14e6ce357cff9402c80a02	1254	Pfam	PF14377	Ubiquitin binding region	1056	1084	0.0024	T	08-03-2023	IPR025527	HUWE1/REV1, ubiquitin-binding motif
AAW40707.2	8174b8707d14e6ce357cff9402c80a02	1254	Pfam	PF00817	impB/mucB/samB family	457	625	2.1E-36	T	08-03-2023	IPR001126	UmuC domain
AAW40707.2	8174b8707d14e6ce357cff9402c80a02	1254	Pfam	PF11799	impB/mucB/samB family C-terminal domain	714	839	7.8E-15	T	08-03-2023	IPR017961	DNA polymerase, Y-family, little finger domain
AAW40707.2	8174b8707d14e6ce357cff9402c80a02	1254	CDD	cd01701	PolY_Rev1	375	833	0.0	T	08-03-2023	-	-
AAW40707.2	8174b8707d14e6ce357cff9402c80a02	1254	Pfam	PF16589	BRCT domain, a BRCA1 C-terminus domain	139	222	1.2E-11	T	08-03-2023	IPR001357	BRCT domain
AAW40707.2	8174b8707d14e6ce357cff9402c80a02	1254	Pfam	PF16727	DNA repair protein REV1 C-terminal domain	1150	1251	3.8E-15	T	08-03-2023	IPR031991	DNA repair protein Rev1, C-terminal
AAW40691.1	111f6fa0e8731d0684a6f006321ce52b	117	Pfam	PF03650	Mitochondrial pyruvate carriers	17	110	6.0E-42	T	08-03-2023	IPR005336	Mitochondrial pyruvate carrier
AAW40677.2	99dbad2e6906889fba5756bd19f36a3e	942	Pfam	PF06424	PRP1 splicing factor, N-terminal	23	164	6.7E-44	T	08-03-2023	IPR010491	PRP1 splicing factor, N-terminal
AAW40677.2	99dbad2e6906889fba5756bd19f36a3e	942	Pfam	PF09976	Tetratricopeptide repeat-like domain	650	746	6.6E-6	T	08-03-2023	IPR018704	Tetratricopeptide repeat-like domain
AAW40645.1	bc1a6fdcd5f0515e8ca6860ee3c39894	550	Pfam	PF00067	Cytochrome P450	66	535	4.8E-73	T	08-03-2023	IPR001128	Cytochrome P450
AAW40645.1	bc1a6fdcd5f0515e8ca6860ee3c39894	550	CDD	cd11042	CYP51-like	88	540	0.0	T	08-03-2023	-	-
AAW40648.1	031b04844b6eaa42b420b6c431104d2b	350	Pfam	PF01398	JAB1/Mov34/MPN/PAD-1 ubiquitin protease	14	124	1.4E-24	T	08-03-2023	IPR000555	JAB1/MPN/MOV34 metalloenzyme domain
AAW40648.1	031b04844b6eaa42b420b6c431104d2b	350	Pfam	PF13012	Maintenance of mitochondrial structure and function	177	298	4.4E-30	T	08-03-2023	IPR024969	Rpn11/EIF3F, C-terminal
AAW40648.1	031b04844b6eaa42b420b6c431104d2b	350	CDD	cd08062	MPN_RPN7_8	16	305	0.0	T	08-03-2023	IPR033858	26S Proteasome non-ATPase regulatory subunit 7/8
AAW40688.1	fb05de36f4fdf3aaaa8545b435a9433b	421	Pfam	PF05057	Putative serine esterase (DUF676)	10	138	6.9E-5	T	08-03-2023	IPR007751	Domain of unknown function DUF676, lipase-like
AAW40661.1	dcabf74efa77263b5b5c40fad4e05b06	530	Pfam	PF01399	PCI domain	352	453	1.9E-18	T	08-03-2023	IPR000717	Proteasome component (PCI) domain
AAW40661.1	dcabf74efa77263b5b5c40fad4e05b06	530	Pfam	PF08375	Proteasome regulatory subunit C-terminal	458	522	8.0E-24	T	08-03-2023	IPR013586	26S proteasome regulatory subunit, C-terminal
AAW40678.2	bdd06c77d06a24bf8b58e87b6f30522a	208	Pfam	PF04729	ASF1 like histone chaperone	1	157	4.1E-65	T	08-03-2023	IPR006818	Histone chaperone ASF1-like
AAW40639.2	b3ba103acc707828265f0e872caa44cb	814	Pfam	PF04082	Fungal specific transcription factor domain	317	557	5.4E-15	T	08-03-2023	IPR007219	Transcription factor domain, fungi
AAW40639.2	b3ba103acc707828265f0e872caa44cb	814	CDD	cd00067	GAL4	26	65	3.10715E-15	T	08-03-2023	IPR001138	Zn(2)Cys(6) fungal-type DNA-binding domain
AAW40639.2	b3ba103acc707828265f0e872caa44cb	814	Pfam	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain	35	67	1.0E-11	T	08-03-2023	IPR001138	Zn(2)Cys(6) fungal-type DNA-binding domain
AAW40639.2	b3ba103acc707828265f0e872caa44cb	814	CDD	cd12148	fungal_TF_MHR	299	682	6.76318E-47	T	08-03-2023	-	-
AAW40621.1	a1b11659fc3102529aa3fe0e7f835ceb	318	Pfam	PF01145	SPFH domain / Band 7 family	67	239	2.1E-23	T	08-03-2023	IPR001107	Band 7 domain
AAW40621.1	a1b11659fc3102529aa3fe0e7f835ceb	318	CDD	cd03401	SPFH_prohibitin	65	259	1.46906E-87	T	08-03-2023	IPR000163	Prohibitin
AAW40704.2	8f63b8b00043752637bcaffae7dabdc3	369	Pfam	PF00248	Aldo/keto reductase family	47	348	4.8E-50	T	08-03-2023	IPR023210	NADP-dependent oxidoreductase domain
AAW40704.2	8f63b8b00043752637bcaffae7dabdc3	369	CDD	cd19077	AKR_AKR8A1-2	40	346	2.57911E-130	T	08-03-2023	-	-
AAW40646.1	ed732d2b2d063baec59a3940bab2de9e	1115	CDD	cd01885	EF2	13	257	2.65892E-118	T	08-03-2023	-	-
AAW40646.1	ed732d2b2d063baec59a3940bab2de9e	1115	CDD	cd16261	EF2_snRNP_III	624	693	3.15951E-32	T	08-03-2023	-	-
AAW40646.1	ed732d2b2d063baec59a3940bab2de9e	1115	CDD	cd16268	EF2_II	510	597	1.26024E-23	T	08-03-2023	-	-
AAW40646.1	ed732d2b2d063baec59a3940bab2de9e	1115	Pfam	PF00009	Elongation factor Tu GTP binding domain	11	254	3.0E-53	T	08-03-2023	IPR000795	Translational (tr)-type GTP-binding domain
AAW40646.1	ed732d2b2d063baec59a3940bab2de9e	1115	Pfam	PF00679	Elongation factor G C-terminus	981	1060	2.4E-16	T	08-03-2023	IPR000640	Elongation factor EFG, domain V-like
AAW40646.1	ed732d2b2d063baec59a3940bab2de9e	1115	CDD	cd04096	eEF2_snRNP_like_C	980	1058	6.93823E-41	T	08-03-2023	-	-
AAW40646.1	ed732d2b2d063baec59a3940bab2de9e	1115	CDD	cd01681	aeEF2_snRNP_like_IV	695	983	6.86498E-40	T	08-03-2023	-	-
AAW40619.2	87960179b4ef0fdbb1fca4186f3835e8	1169	Pfam	PF11882	Domain of unknown function (DUF3402)	453	709	1.5E-66	T	08-03-2023	IPR021819	Far11/STRP, C-terminal
AAW40619.2	87960179b4ef0fdbb1fca4186f3835e8	1169	Pfam	PF11882	Domain of unknown function (DUF3402)	714	873	3.7E-71	T	08-03-2023	IPR021819	Far11/STRP, C-terminal
AAW40619.2	87960179b4ef0fdbb1fca4186f3835e8	1169	Pfam	PF07923	N1221-like protein	79	357	1.5E-62	T	08-03-2023	IPR012486	Far11/STRP, N-terminal
AAW40682.1	cb01b1db99febe6f01d606a68d1724c7	681	Pfam	PF04969	CS domain	318	404	3.0E-7	T	08-03-2023	IPR007052	CS domain
AAW40682.1	cb01b1db99febe6f01d606a68d1724c7	681	CDD	cd06467	p23_NUDC_like	319	415	5.25479E-13	T	08-03-2023	-	-
AAW40671.1	d4a352ee8d79244ca380852572c3eb30	835	CDD	cd07042	STAS_SulP_like_sulfate_transporter	583	717	4.41401E-14	T	08-03-2023	-	-
AAW40671.1	d4a352ee8d79244ca380852572c3eb30	835	Pfam	PF01740	STAS domain	589	689	1.4E-9	T	08-03-2023	IPR002645	STAS domain
AAW40671.1	d4a352ee8d79244ca380852572c3eb30	835	Pfam	PF00916	Sulfate permease family	124	512	2.1E-108	T	08-03-2023	IPR011547	SLC26A/SulP transporter domain
AAW40699.1	b5b1a904e3cd678381430e10c39e21f7	584	Pfam	PF13181	Tetratricopeptide repeat	465	494	0.087	T	08-03-2023	IPR019734	Tetratricopeptide repeat
AAW40699.1	b5b1a904e3cd678381430e10c39e21f7	584	Pfam	PF13432	Tetratricopeptide repeat	402	457	5.9E-6	T	08-03-2023	-	-
AAW40699.1	b5b1a904e3cd678381430e10c39e21f7	584	Pfam	PF17830	STI1 domain	141	196	1.2E-15	T	08-03-2023	IPR041243	STI1/HOP, DP domain
AAW40699.1	b5b1a904e3cd678381430e10c39e21f7	584	Pfam	PF17830	STI1 domain	524	576	2.2E-16	T	08-03-2023	IPR041243	STI1/HOP, DP domain
AAW40699.1	b5b1a904e3cd678381430e10c39e21f7	584	Pfam	PF13424	Tetratricopeptide repeat	298	363	1.1E-8	T	08-03-2023	-	-
AAW40697.1	cb6a3227d60000f308de1c741b3dab9b	328	Pfam	PF02089	Palmitoyl protein thioesterase	37	307	1.6E-78	T	08-03-2023	-	-
AAW40657.1	e4386cfcfc1526cebc8e5892d7540948	548	CDD	cd03339	TCP1_epsilon	16	540	0.0	T	08-03-2023	IPR012718	T-complex protein 1, epsilon subunit
AAW40657.1	e4386cfcfc1526cebc8e5892d7540948	548	Pfam	PF00118	TCP-1/cpn60 chaperonin family	50	542	0.0	T	08-03-2023	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family
AAW40627.1	226c3da1222d15f5854eb02e8934bbf9	738	CDD	cd20557	CYCLIN_ScPCL1-like	305	411	2.005E-16	T	08-03-2023	-	-
AAW40625.1	a7bd7e08f4159f33e974c0722837c5a3	271	Pfam	PF01265	Cytochrome c/c1 heme lyase	121	268	1.6E-43	T	08-03-2023	IPR000511	Holocytochrome c/c1 synthase
AAW40649.2	a158f9132259c73faf324d99b4c9ba93	540	Pfam	PF00083	Sugar (and other) transporter	65	515	2.6E-83	T	08-03-2023	IPR005828	Major facilitator, sugar transporter-like
AAW40632.1	c60dd24241011701b137cffe14fc8b59	460	CDD	cd00609	AAT_like	69	453	2.28157E-99	T	08-03-2023	-	-
AAW40632.1	c60dd24241011701b137cffe14fc8b59	460	Pfam	PF00155	Aminotransferase class I and II	67	449	3.7E-57	T	08-03-2023	IPR004839	Aminotransferase, class I/classII
AAW40684.1	6f3aeac2c1db534f5ab1aa3b33191549	274	CDD	cd03401	SPFH_prohibitin	25	219	8.63806E-90	T	08-03-2023	IPR000163	Prohibitin
AAW40684.1	6f3aeac2c1db534f5ab1aa3b33191549	274	Pfam	PF01145	SPFH domain / Band 7 family	27	206	8.4E-26	T	08-03-2023	IPR001107	Band 7 domain
AAW40667.1	459f6121e71370c87ed8c8324d80531d	411	CDD	cd02998	PDI_a_ERp38	144	246	1.09016E-57	T	08-03-2023	-	-
AAW40667.1	459f6121e71370c87ed8c8324d80531d	411	Pfam	PF00085	Thioredoxin	23	125	2.5E-25	T	08-03-2023	IPR013766	Thioredoxin domain
AAW40667.1	459f6121e71370c87ed8c8324d80531d	411	Pfam	PF00085	Thioredoxin	144	247	6.5E-26	T	08-03-2023	IPR013766	Thioredoxin domain
AAW40667.1	459f6121e71370c87ed8c8324d80531d	411	CDD	cd02998	PDI_a_ERp38	22	124	5.72213E-58	T	08-03-2023	-	-
AAW40667.1	459f6121e71370c87ed8c8324d80531d	411	CDD	cd00238	ERp29c	267	359	6.57879E-31	T	08-03-2023	IPR011679	Endoplasmic reticulum resident protein 29, C-terminal
AAW40667.1	459f6121e71370c87ed8c8324d80531d	411	Pfam	PF07749	Endoplasmic reticulum protein ERp29, C-terminal domain	265	359	5.2E-28	T	08-03-2023	IPR011679	Endoplasmic reticulum resident protein 29, C-terminal
AAW40689.2	300e455db8ba5321781b671efcec7f61	425	Pfam	PF03162	Tyrosine phosphatase family	8	87	9.9E-14	T	08-03-2023	IPR004861	Atypical dual-specificity phosphatase Siw14-like
AAW40698.2	071d359de26bf78f95f50291f17ecd89	856	Pfam	PF00493	MCM P-loop domain	297	519	3.4E-95	T	08-03-2023	IPR001208	MCM domain
AAW40698.2	071d359de26bf78f95f50291f17ecd89	856	Pfam	PF17207	MCM OB domain	124	257	1.6E-31	T	08-03-2023	IPR033762	MCM OB domain
AAW40698.2	071d359de26bf78f95f50291f17ecd89	856	Pfam	PF14551	MCM N-terminal domain	24	113	7.1E-18	T	08-03-2023	IPR027925	MCM N-terminal domain
AAW40698.2	071d359de26bf78f95f50291f17ecd89	856	Pfam	PF17855	MCM AAA-lid domain	587	670	1.2E-22	T	08-03-2023	IPR041562	MCM, AAA-lid domain
AAW40701.1	aabd6e1b45f97aad5b5e2862f739ba63	415	Pfam	PF03465	eRF1 domain 3	289	386	5.3E-22	T	08-03-2023	IPR005142	eRF1 domain 3
AAW40701.1	aabd6e1b45f97aad5b5e2862f739ba63	415	Pfam	PF03464	eRF1 domain 2	153	282	2.6E-25	T	08-03-2023	IPR005141	eRF1 domain 2
AAW40701.1	aabd6e1b45f97aad5b5e2862f739ba63	415	Pfam	PF03463	eRF1 domain 1	1	144	8.7E-51	T	08-03-2023	IPR005140	eRF1 domain 1/Pelota-like
AAW40643.1	c93b231e07fccc99cbf1f1a81d97b7df	365	CDD	cd08276	MDR7	7	365	0.0	T	08-03-2023	-	-
AAW40643.1	c93b231e07fccc99cbf1f1a81d97b7df	365	Pfam	PF00107	Zinc-binding dehydrogenase	183	326	1.3E-17	T	08-03-2023	IPR013149	Alcohol dehydrogenase-like, C-terminal
AAW40643.1	c93b231e07fccc99cbf1f1a81d97b7df	365	Pfam	PF08240	Alcohol dehydrogenase GroES-like domain	36	140	4.1E-10	T	08-03-2023	IPR013154	Alcohol dehydrogenase-like, N-terminal
AAW40668.2	77e452c7efd61a005311012d75b4c445	859	Pfam	PF00400	WD domain, G-beta repeat	622	667	0.002	T	08-03-2023	IPR001680	WD40 repeat
AAW40668.2	77e452c7efd61a005311012d75b4c445	859	Pfam	PF00400	WD domain, G-beta repeat	818	856	0.11	T	08-03-2023	IPR001680	WD40 repeat
AAW40668.2	77e452c7efd61a005311012d75b4c445	859	Pfam	PF00400	WD domain, G-beta repeat	514	550	0.002	T	08-03-2023	IPR001680	WD40 repeat
AAW40668.2	77e452c7efd61a005311012d75b4c445	859	Pfam	PF00400	WD domain, G-beta repeat	567	603	2.5E-4	T	08-03-2023	IPR001680	WD40 repeat
AAW40668.2	77e452c7efd61a005311012d75b4c445	859	Pfam	PF00400	WD domain, G-beta repeat	774	811	9.5E-6	T	08-03-2023	IPR001680	WD40 repeat
AAW40668.2	77e452c7efd61a005311012d75b4c445	859	CDD	cd00200	WD40	513	856	2.16066E-52	T	08-03-2023	-	-
AAW40668.2	77e452c7efd61a005311012d75b4c445	859	Pfam	PF08232	Striatin family	97	271	1.3E-46	T	08-03-2023	IPR013258	Striatin, N-terminal
AAW40638.2	61b046e6edd5a45e145dc2cab083ca33	357	Pfam	PF00389	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	39	355	1.0E-19	T	08-03-2023	IPR006139	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
AAW40638.2	61b046e6edd5a45e145dc2cab083ca33	357	Pfam	PF02826	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	140	326	2.6E-48	T	08-03-2023	IPR006140	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
AAW40660.2	015bf5e024ed6bf8b80a43df1594dcff	826	Pfam	PF01846	FF domain	394	442	1.9E-6	T	08-03-2023	IPR002713	FF domain
AAW40660.2	015bf5e024ed6bf8b80a43df1594dcff	826	Pfam	PF01846	FF domain	600	650	9.4E-8	T	08-03-2023	IPR002713	FF domain
AAW40660.2	015bf5e024ed6bf8b80a43df1594dcff	826	Pfam	PF01846	FF domain	323	370	1.6E-11	T	08-03-2023	IPR002713	FF domain
AAW40660.2	015bf5e024ed6bf8b80a43df1594dcff	826	Pfam	PF01846	FF domain	456	506	3.2E-14	T	08-03-2023	IPR002713	FF domain
AAW40660.2	015bf5e024ed6bf8b80a43df1594dcff	826	CDD	cd00201	WW	62	90	7.6074E-7	T	08-03-2023	IPR001202	WW domain
AAW40660.2	015bf5e024ed6bf8b80a43df1594dcff	826	Pfam	PF00397	WW domain	61	91	1.6E-7	T	08-03-2023	IPR001202	WW domain
AAW40617.1	40f73019eb970e3f719f8cb33e1dcd14	989	CDD	cd12829	Alr1p-like	434	962	8.24623E-83	T	08-03-2023	IPR044089	Magnesium transporter Alr1-like
AAW40617.1	40f73019eb970e3f719f8cb33e1dcd14	989	Pfam	PF01544	CorA-like Mg2+ transporter protein	797	953	7.7E-11	T	08-03-2023	IPR002523	Mg2+ transporter protein, CorA-like/Zinc transport protein ZntB
AAW40710.1	2ef8e1e0ad8148cc95c16dfce1e987e1	484	Pfam	PF06068	TIP49 P-loop domain	31	395	0.0	T	08-03-2023	IPR010339	TIP49, P-loop domain
AAW40710.1	2ef8e1e0ad8148cc95c16dfce1e987e1	484	Pfam	PF17856	TIP49 AAA-lid domain	401	466	7.5E-24	T	08-03-2023	IPR041048	RuvB-like, AAA-lid domain
AAW40710.1	2ef8e1e0ad8148cc95c16dfce1e987e1	484	CDD	cd00009	AAA	57	123	1.08028E-8	T	08-03-2023	-	-
AAW40708.2	cff43d7eb41473ef94a8ca9fc6b36d90	556	Pfam	PF04678	Mitochondrial calcium uniporter	266	389	7.2E-22	T	08-03-2023	IPR006769	Calcium uniporter protein, C-terminal
AAW40623.2	30d83b6810e4d53dd689134bd03f525f	996	Pfam	PF12722	High-temperature-induced dauer-formation protein	18	825	2.6E-113	T	08-03-2023	IPR026705	Hid-1/Ecm30
AAW40623.2	30d83b6810e4d53dd689134bd03f525f	996	Pfam	PF12722	High-temperature-induced dauer-formation protein	858	974	4.6E-19	T	08-03-2023	IPR026705	Hid-1/Ecm30
AAW40655.1	0e2eb3adabcce69a8dd92279bb2b2318	674	Pfam	PF06159	Protein of unknown function (DUF974)	53	309	1.4E-34	T	08-03-2023	IPR010378	Trafficking protein particle complex subunit 13
AAW40659.1	bfc9dace924953a838b814442e12366a	464	CDD	cd06105	ScCit1-2_like	33	460	0.0	T	08-03-2023	-	-
AAW40659.1	bfc9dace924953a838b814442e12366a	464	Pfam	PF00285	Citrate synthase, C-terminal domain	71	450	2.1E-97	T	08-03-2023	IPR002020	Citrate synthase
AAW40653.1	01128e05ac4b7d6da6ede344a7f0ae9e	238	Pfam	PF06884	Protein of unknown function (DUF1264)	32	204	1.2E-69	T	08-03-2023	IPR010686	Oil body-associated protein-like
AAW40620.1	009bad39b5198f222af42725fa6c1c49	582	CDD	cd00814	MetRS_core	52	392	0.0	T	08-03-2023	IPR033911	Methioninyl-tRNA synthetase core domain
AAW40620.1	009bad39b5198f222af42725fa6c1c49	582	Pfam	PF09334	tRNA synthetases class I (M)	54	415	2.8E-84	T	08-03-2023	IPR015413	Methionyl/Leucyl tRNA synthetase
AAW40652.2	c28974d0a9abf4a5eafe085496ecb09f	1663	CDD	cd00167	SANT	1267	1301	0.00188428	T	08-03-2023	IPR001005	SANT/Myb domain
AAW40652.2	c28974d0a9abf4a5eafe085496ecb09f	1663	CDD	cd00167	SANT	977	1019	1.65558E-5	T	08-03-2023	IPR001005	SANT/Myb domain
AAW40672.1	8185ed36f1b2a01310c6817031f2e51a	976	CDD	cd00024	CD_CSD	31	82	0.00558624	T	08-03-2023	-	-
AAW40616.1	fc3b93d767e341b1c64e42c1f9593af6	320	Pfam	PF04199	Putative cyclase	69	255	6.4E-14	T	08-03-2023	IPR007325	Kynurenine formamidase/cyclase-like
AAW40663.1	6a005bde2faabfc21f58b7d259fb1beb	194	Pfam	PF01105	emp24/gp25L/p24 family/GOLD	18	189	9.2E-51	T	08-03-2023	IPR009038	GOLD domain
AAW40711.2	a6b2795af043deb2bfa55af6cd1b934c	238	Pfam	PF01088	Ubiquitin carboxyl-terminal hydrolase, family 1	8	216	1.8E-50	T	08-03-2023	IPR001578	Peptidase C12, ubiquitin carboxyl-terminal hydrolase
AAW40622.2	04c8777175fb2834f657b3d46e1c558a	84	CDD	cd01732	LSm5	4	79	1.27392E-42	T	08-03-2023	IPR033871	Sm-like protein LSm5
AAW40622.2	04c8777175fb2834f657b3d46e1c558a	84	Pfam	PF01423	LSM domain	11	77	1.5E-20	T	08-03-2023	IPR001163	Sm domain, eukaryotic/archaea-type
AAW40631.1	d197c12ae0c3b0cafe4f02d23497e3c6	599	Pfam	PF01699	Sodium/calcium exchanger protein	164	330	2.9E-16	T	08-03-2023	IPR004837	Sodium/calcium exchanger membrane region
AAW40631.1	d197c12ae0c3b0cafe4f02d23497e3c6	599	Pfam	PF01699	Sodium/calcium exchanger protein	436	578	6.5E-17	T	08-03-2023	IPR004837	Sodium/calcium exchanger membrane region
AAW40681.1	c98c2daa1f7f5253b606c039b59ce2c1	685	Pfam	PF06398	Integral peroxisomal membrane peroxin	43	376	1.9E-18	T	08-03-2023	IPR010482	Peroxin domain
AAW40681.1	c98c2daa1f7f5253b606c039b59ce2c1	685	Pfam	PF06398	Integral peroxisomal membrane peroxin	539	571	1.0E-6	T	08-03-2023	IPR010482	Peroxin domain
